"","brsw1BR1_its","brsw1BR2_its","brsw1BR3_its","brsw1BR4_its","brsw1BR5_its","brsw1BR6_its","brsw1SW1_its","brsw1SW2_its","brsw1SW3_its","brsw1SW4_its","brsw1SW5_its","brsw1SW6_its","brsw2BR1_its","brsw2BR2_its","brsw2BR3_its","brsw2BR4_its","brsw2BR5_its","brsw2BR6_its","brsw2SW1_its","brsw2SW2_its","brsw2SW3_its","brsw2SW4_its","brsw2SW5_its","brsw2SW6_its","brsw3BR1_its","brsw3BR2_its","brsw3BR3_its","brsw3BR4_its","brsw3BR5_its","brsw3BR6_its","brsw3SW1_its","brsw3SW2_its","brsw3SW3_its","brsw3SW4_its","brsw3SW5_its","brsw3SW6_its","brswh2o_its","plnt1BB1_its","plnt1BB2_its","plnt1BB3_its","plnt1BB4_its","plnt1BB5_its","plnt1BB6_its","plnt1BR1_its","plnt1BR2_its","plnt1BR3_its","plnt1BR4_its","plnt1BR5_its","plnt1BR6_its","plnt1LE1_its","plnt1LE2_its","plnt1LE31_its","plnt1LE4_its","plnt1LE5_its","plnt1LE6_its","plnt1RB1_its","plnt1RB2_its","plnt1RB3_its","plnt1RB4_its","plnt1RB5_its","plnt1RB6_its","plnt1SW1_its","plnt1SW2_its","plnt1SW3_its","plnt1SW4_its","plnt1SW5_its","plnt1SW6_its","plnt1VT1_its","plnt1VT2_its","plnt1VT3_its","plnt1VT4_its","plnt1VT5_its","plnt1VT6_its","plnt2BB1_its","plnt2BB2_its","plnt2BB3_its","plnt2BB4_its","plnt2BB5_its","plnt2BB6_its","plnt2BR1_its","plnt2BR2_its","plnt2BR3_its","plnt2BR4_its","plnt2BR5_its","plnt2BR6_its","plnt2LE1_its","plnt2LE2_its","plnt2LE3_its","plnt2LE4_its","plnt2LE5_its","plnt2LE6_its","plnt2RB1_its","plnt2RB2_its","plnt2RB3_its","plnt2RB4_its","plnt2RB5_its","plnt2RB6_its","plnt2SW1_its","plnt2SW2_its","plnt2SW3_its","plnt2SW4_its","plnt2SW5_its","plnt2SW6_its","plnt2VT2_its","plnt2VT3_its","plnt2VT4_its","plnt2VT5_its","plnt2VT6_its","plnt3BB1_its","plnt3BB2_its","plnt3BB3_its","plnt3BB4_its","plnt3BB5_its","plnt3BB6_its","plnt3BR1_its","plnt3BR2_its","plnt3BR3_its","plnt3BR4_its","plnt3BR5_its","plnt3BR6_its","plnt3LE1_its","plnt3LE2_its","plnt3LE4_its","plnt3LE6_its","plnt3RB1_its","plnt3RB2_its","plnt3RB3_its","plnt3RB4_its","plnt3RB6_its","plnt3SW1_its","plnt3SW2_its","plnt3SW3_its","plnt3SW4_its","plnt3SW5_its","plnt3SW6_its","plnt3VT1_its","plnt3VT2_its","plnt3VT3_its","plnt3VT4_its","plnt3VT5_its","plnt3VT6_its","soil1BB1_its","soil1BB2_its","soil1BB3_its","soil1BB4_its","soil1BB5_its","soil1BB6_its","soil1BR1_its","soil1BR2_its","soil1BR3_its","soil1BR4_its","soil1BR5_its","soil1BR6_its","soil1FW1_its","soil1FW2_its","soil1FW3_its","soil1FW4_its","soil1FW5_its","soil1FW6_its","soil1h2o_its","soil1LE1_its","soil1LE2_its","soil1LE3_its","soil1LE4_its","soil1LE5_its","soil1LE6_its","soil1RB1_its","soil1RB2_its","soil1RB3_its","soil1RB4_its","soil1RB5_its","soil1RB6_its","soil1SW1_its","soil1SW2_its","soil1SW3_its","soil1SW4_its","soil1SW5_its","soil1SW6_its","soil1VT1_its","soil1VT2_its","soil1VT3_its","soil1VT4_its","soil1VT5_its","soil1VT6_its","soil2BB1_its","soil2BB2_its","soil2BB3_its","soil2BB4_its","soil2BB5_its","soil2BB6_its","soil2BR1_its","soil2BR2_its","soil2BR3_its","soil2BR4_its","soil2BR5_its","soil2BR6_its","soil2FW1_its","soil2FW2_its","soil2FW3_its","soil2FW4_its","soil2FW5_its","soil2FW6_its","soil2h2o_its","soil2LE1_its","soil2LE2_its","soil2LE3_its","soil2LE4_its","soil2LE5_its","soil2LE6_its","soil2RB1_its","soil2RB2_its","soil2RB3_its","soil2RB4_its","soil2RB5_its","soil2RB6_its","soil2SW1_its","soil2SW2_its","soil2SW3_its","soil2SW4_its","soil2SW5_its","soil2SW6_its","soil2VT1_its","soil2VT2_its","soil2VT3_its","soil2VT4_its","soil2VT5_its","soil2VT6_its","soil3BB1_its","soil3BB2_its","soil3BB3_its","soil3BB4_its","soil3BB5_its","soil3BB6_its","soil3BR1_its","soil3BR2_its","soil3BR3_its","soil3BR4_its","soil3BR5_its","soil3BR6_its","soil3FW1_its","soil3FW2_its","soil3FW3_its","soil3FW4_its","soil3FW5_its","soil3FW6_its","soil3h2o_its","soil3LE1_its","soil3LE2_its","soil3LE3_its","soil3LE4_its","soil3LE5_its","soil3LE6_its","soil3RB1_its","soil3RB2_its","soil3RB3_its","soil3RB4_its","soil3RB5_its","soil3RB6_its","soil3SW1_its","soil3SW2_its","soil3SW3_its","soil3SW4_its","soil3SW5_its","soil3SW6_its","soil3VT1_its","soil3VT2_its","soil3VT3_its","soil3VT4_its","soil3VT5_its","soil3VT6_its"
"Thermoascus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trichocomaceae",0,0,0,0,0,0,2,2,7,0,100,0,0,0,0,0,0,0,2,5,2,0,0,0,0,0,0,0,1,0,0,8,12,1,61,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,33,5,5,2,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,4,1,0,112,159,124,3,72,67,2,14,3,6,32,9,13,15,6,27,23,33,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,2,1,1,2,7,1,48,82,0,19,12,13,18,1,4,1,17,2,58,83,3,18,12,6,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,33,1,0,0,98,31,71,46,47,31,1,74,9,4,16,105
"Aspergillus",0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,1,1,5,1,2,0,1,4,6,1,3,1,1,0,0,1,1,1,2,1,0,1,3,0,1,1,2,4,4,2,4,3,1,3,9,2,3,0,4,1,2,0,0,2,0,4,0,2,5,5,7,4,4,1,3,2,0,0,5,2,2,0,1,3,2,0,2,3,1,7,4,0,1,0,1,3,1,0,1,6,1,0,1,1,2,0,4,0,2,0,2,3,0,0,3,0,2,0,0,0,0,0,1,1,3,4,4,3,0,1,0,1,1,2,3,0,2,2,0,2,0,0,4,4,2
"Byssochlamys",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,0,1,4,0,0,0,1,3,6,6,0,2,0,2,0,2,5,0,1,4,0,3,12,1,0,1,0,3,3,4,7,2,1,1,9,4,1,0,0,0,0,3,0,1,1,2,0,2,3,2,2,3,1,0,2,1,2,0,1,2,2,3,2,2,1,0,0,1,8,5,1,3,0,1,0,3,5,1,2,2,2,0,0,0,1,0,4,0,2,0,3,3,2,0,1,0,1,2,3,1,0,4,5,3,3,3,1,1,0,2,2,1,0,1,5,3,1,10,2,2,2,1,9,38,2
"Penicillium",0,0,0,1,1,0,4,0,22,4,28,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,2,12,3,0,20,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,7,14,54,10,15,1,2,3,0,0,1,10,1,1,2,2,3,0,1,1,1,1,0,0,3,2,1,1,0,1,615,72,971,13,62,101,7,181,19,13,20,6,5,3,7,141,20,35,0,0,0,0,3,4,4,2,0,2,3,3,0,3,3,1,1,1,5,2,0,22,2,9,2,58,6,1,0,46,42,6,0,38,5,0,1,0,194,11,57,5,6,1,0,2,0,2,3,4,0,1,1,0,0,0,1,3,1,1,1,1,2,0,2,1,0,2,81,272,39,6,216,6,3,2,20,101,24,4
"Phialosimplex",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rasamsonia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Talaromyces",0,0,0,2,0,0,15,13,22,16,3,0,0,0,0,0,0,0,58,110,2,1,0,30,0,3,0,0,0,0,4,66,84,8,233,9,0,0,1,2,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,5,1,0,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,197,223,505,222,81,105,11,5,12,1,0,8,38,24,9,15,5,9,0,3,3,1,3,13,0,20,8,6,20,35,14,1112,1147,1049,245,587,214,15,347,62,67,185,13,249,245,155,184,178,571,2,0,4,7,9,6,9,13,3,18,10,9,0,0,7,2,6,5,14,11,10,7,18,32,43,266,991,6,38,252,529,268,66,15,142,109,10,791,348,63,356,194,149,16,0,10,7,5,6,24,2,6,4,17,10,0,6,6,10,10,8,9,19,13,387,36,22,9,285,175,566,557,902,132,21,119,164,125,159,147
"Onygenales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ajellomycetaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Emmonsia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spiromastix",0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23
"Gymnoascus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Auxarthron",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chrysosporium",1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,814,13,0,0,2,0,0,0,0,0,0,0,0,5,47,0,0,1,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,6,0,0,2,0,7,1,10,8,2,2,10,9,6,3,10,11,61,35,18,18,8,15,0,10,25,1,10,21,5,12,6,5,19,18,17,57,14,25,26,11,10,10,20,20,12,11,10,3,6,5,3,2,3,7,0,9,88,110,10,11,6,5,21,17,9,0,22,10,3,14,23,26,13,4,2,4,12,18,11,18,1,4,5,26,20,8,14,24,7,1,7,6,3,4,7,3,24,4,9,15,3,12,29,3,10,7,15,13,0,14,24,18,18,19,25,16,16,10,10,5,3,14,19,15,16,39,3,13,7,16,44,14,4
"Ochroconis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sporendonema",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Staphylotrichum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Vermispora",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,7,2,2,2,1,0,4,1,0,0,2,0,0,0,0,0,2,2,0,1,3,0,0,0,1,0,0,2,15,7,0,0,0,4,13,11,53,6,0,1,24,0,2,1,1,0,2,0,3,0,1,2,1,6,0,2,9,0,0,2,0,0,1,2,0,1,0,0,1,0,3,0,3,15,0,0,0,0,0,1,0,0,0,1,0,0,3,4,2,16,17,0,1,0,0,1,0,2,0,0,3,0,0,1,0,92,1,0,0,2,4,0,3,0,2,8,5,4,1,1,0,0,3,8,2,11,11,2,0,2,3,4,8,3,4,5,6,6,4,1,4,9,30,3,4,3,0,0,1,0,3,0,13,0,1,1,16,13,3,0,0,11,3,1,0,0,0,1,15,1,5,0,0,1,0,3,0,2,3,0,0,0,6,1,1,2,1,2,1,5,2,1,0,0,0,22,2,1,19,15,3,3,3,2,2,3,4,0,3,11,3,14,0,12,1,0,1,5,1,0,3,3,4,6,6,0,1,1,7,12,7,3
"Leotiomycetes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,1,0,10,4,1,7,2,0,0,0,0,0,0,0,0,7,0,0,0,0,12,1,9,23,0,55,33,14,13,263,20,17,8,35,188,362,360,1993,52,0,0,0,9,28,0,0,0,0,0,0,0,0,0,0,0,0,12,0,8,9,68,30,45,187,105,129,98,55,404,419,2,532,436,4,2,0,0,23,0,0,0,0,1,0,0,0,0,0,0,35,3,16,1,48,5,18,1,15,8,6,68,236,104,110,102,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
